URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,11,2,0.6923076390532585,0.04529616708956039,47.833333333333336,54.00696864111498,40.736120789779335,47.833333333333336,155,315,3.0662020905923346,0,8.017421602787456
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,2,22,-0.8333332986111125,0.03199999995733333,17.045454545454547,33.06666666666666,20.044848484848487,17.045454545454547,248,822,2.3946666666666667,0,6.721333333333333
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,46,33,0.16455695994231698,0.05187130659758942,18.573170731707318,43.992120814182535,25.026116618355942,18.573170731707318,670,1663,2.498358502954695,0,6.479317137229153
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,24,6,0.5999999800000007,0.03567181922036645,27.129032258064516,37.098692033293695,25.69108971654329,27.129032258064516,312,905,2.399524375743163,0,6.556480380499406
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0,0,0.0,0.0,16.0,62.5,31.400000000000002,16.0,10,16,5.8125,0,19.1875
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,1,5,-0.6666665555555741,0.05882352883506344,12.75,57.84313725490197,28.237254901960785,12.75,59,107,2.9705882352941178,0,7.5588235294117645
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,4,0,0.9999997500000625,0.06060605968778698,11.0,42.42424242424242,21.36969696969697,11.0,28,72,2.590909090909091,0,7.2727272727272725
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,5,8,-0.23076921301775286,0.10077519301724656,25.8,35.65891472868217,24.583565891472873,25.8,46,138,2.387596899224806,0,6.837209302325581
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,1,3,-0.49999987500003124,0.07017543736534321,8.142857142857142,50.877192982456144,23.60802005012532,8.142857142857142,29,61,2.508771929824561,0,6.964912280701754
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,1,1,0.0,0.027397259898667675,12.166666666666666,56.16438356164384,27.332420091324202,12.166666666666666,41,76,2.780821917808219,0,7.602739726027397
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,19,18,0.027027026296566857,0.0589171973584121,16.102564102564102,42.675159235668794,23.51108933529316,16.102564102564102,268,740,2.4076433121019107,0,6.673566878980892
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,0,0,0.0,0.0,12.714285714285714,47.19101123595505,23.962118780096308,12.714285714285714,42,108,2.853932584269663,0,8.089887640449438
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3,8,-0.4545454132231443,0.03072625689741269,14.916666666666666,43.85474860335196,23.50856610800745,14.916666666666666,157,396,2.569832402234637,0,6.673184357541899
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,8,2,0.599999940000006,0.0636942671102276,17.444444444444443,35.6687898089172,21.245293701344657,17.444444444444443,56,169,2.337579617834395,0,6.471337579617835
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,11,3,0.5714285306122479,0.06392694034736557,9.521739130434783,50.68493150684932,24.082668254913642,9.521739130434783,111,254,2.8904109589041096,0,7.616438356164384
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,9,8,0.05882352595155729,0.051987767425113865,15.571428571428571,36.08562691131498,20.662822193097423,15.571428571428571,118,366,2.2629969418960245,0,6.336391437308868
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,4,0,0.9999997500000625,0.018433179638556774,14.466666666666667,41.013824884792626,22.19219662058372,14.466666666666667,89,248,2.5622119815668203,0,7.304147465437788
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,3,2,0.199999960000008,0.0276243092396447,12.928571428571429,42.5414364640884,22.188003157063932,12.928571428571429,77,208,2.596685082872928,0,7.486187845303867
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,3,1,0.49999987500003124,0.018264840099247306,21.9,48.401826484018265,28.120730593607306,21.9,106,240,2.6940639269406392,0,6.780821917808219
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,3,6,-0.33333329629630043,0.039301309872046684,17.615384615384617,37.55458515283843,22.06798790728922,17.615384615384617,86,252,2.537117903930131,0,6.965065502183406
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,6,1,0.7142856122449125,0.03804347805411153,20.444444444444443,50.54347826086957,28.39516908212561,20.444444444444443,93,200,2.6793478260869565,0,7.173913043478261
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,6,1,0.7142856122449125,0.036842105069252076,23.75,44.73684210526316,27.39473684210526,23.75,85,207,2.5157894736842104,0,6.71578947368421
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,1,2,-0.33333322222225925,0.014285714217687075,8.076923076923077,45.714285714285715,21.516483516483518,8.076923076923077,96,230,2.4571428571428573,0,6.609523809523809
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,8,5,0.23076921301775286,0.05676855870406743,20.818181818181817,41.04803493449782,24.746486701071856,20.818181818181817,94,264,2.427947598253275,0,6.388646288209607
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,9,5,0.2857142653061239,0.05957446783159801,16.785714285714285,44.680851063829785,24.58662613981763,16.785714285714285,105,261,2.574468085106383,0,6.5574468085106385
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,33,3,0.8333333101851859,0.089999999775,14.285714285714286,29.25,17.414285714285715,14.285714285714286,117,470,2.0675,0,6.355
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,13,11,0.08333332986111125,0.041237113331207706,11.64,29.381443298969074,16.408577319587632,11.64,171,634,2.163230240549828,0,6.512027491408935
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,10,11,-0.04761904535147403,0.04516129022545959,17.884615384615383,46.666666666666664,25.820512820512818,17.884615384615383,217,488,2.4279569892473116,0,6.638709677419355
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,12,10,0.09090908677685969,0.03442879493829609,16.81578947368421,41.47104851330204,23.314735194794498,16.81578947368421,265,687,2.320813771517997,0,6.474178403755869
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,20,20,0.0,0.04464285709303253,13.575757575757576,42.96875,22.617803030303033,13.575757575757576,385,957,2.4486607142857144,0,6.348214285714286
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,9,16,-0.27999998880000043,0.08389261716814558,13.545454545454545,34.22818791946309,19.109456985967054,13.545454545454545,102,349,2.3926174496644297,0,6.550335570469799
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,0,0.0,0.0,64.0,31.25,38.1,64.0,20,64,2.515625,0,6.515625
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,1,0,0.9999990000010001,0.017241379013079674,8.285714285714286,29.310344827586203,15.038423645320197,8.285714285714286,17,67,2.5,0,6.689655172413793
